Utterance,Article,Label
What does my package include,"Pricing Plans: Managing Your Clients' Subscriptions\nManage the pricing plans (https://support.wix.com/en/article/pricing-plans-an-overview) you've sold directly from your site's dashboard. In the Subscriptions tab, you can mark a plan as paid, change the duration of a plan, cancel a plan and more. To find the specific plans you need to see, apply filters like status and start date. You can then save this filtered view for quick access in the future.In this article, learn more about:\n Viewing and filtering purchased plans (https://support.wix.com/en/article/pricing-plans-viewing-and-managing-plans-that-clients-purchased#viewing-and-filtering-purchased-subscriptions) Marking a plan as paid (https://support.wix.com/en/article/pricing-plans-viewing-and-managing-plans-that-clients-purchased#marking-a-plan-as-paid) Extending the duration of a plan (https://support.wix.com/en/article/pricing-plans-viewing-and-managing-plans-that-clients-purchased#extending-the-duration-of-a-plan) Editing the number of sessions in a package (https://support.wix.com/en/article/pricing-plans-viewing-and-managing-plans-that-clients-purchased#editing-the-number-of-sessions-in-a-package)Tips:\n You can manually add a new purchase to a pricing plan (https://support.wix.com/en/article/manually-adding-clients-to-paid-plans-using-the-wix-mobile-app). You can use Google Analytics to track your pricing plan sales and more (https://support.wix.com/en/article/using-google-analytics-with-wix-pricing-plans). Viewing and filtering purchased subscriptionsYou can customize how you view your subscriptions using a combination of filters to find exactly the information you need. For example, view only unpaid plans and invoices or plans that are soon to expire. You can also use the filter to view subscriptions purchased using a specific payment method.To view and filter purchased plans:\n Go to Subscriptions (https://www.wix.com/my-account/site-selector/?buttonText=View%20Purchased%20Plans&amp;title=Select%20a%20Site&amp;autoSelectOnSingleSite=true&amp;actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/membership/orders) in your site's dashboard. Choose what you want to do next:\n \n View a plan: Hover over any plan and click View.\n Filter the list: \n \n Click Filter next to the search bar. Apply the relevant filters from the list on the right. Learn more about the different filtering options (https://support.wix.com/en/article/filtering-your-subcriptions). (Optional) Click Save View to access this filtered view in the future. Give this view a name you can recognize.\n\n Tips:\n A list of the applied filters appears at the top of the subscriptions list. You can click the 'x' to remove them individually, or Clear to remove all filters. \n\n After saving a view, you can edit the filters, rename and delete a view at any time by clicking Manage View. Marking a plan as paidWhen you sell a subscription to a client manually (https://support.wix.com/en/article/pricing-plans-manually-adding-clients-to-a-plan), their payment status automatically appears \""Unpaid\"". When you receive payment, you can update the status yourself.To manage your purchased plans:\n Go to Subscriptions (https://www.wix.com/my-account/site-selector/?buttonText=View%20Purchased%20Plans&amp;title=Select%20a%20Site&amp;autoSelectOnSingleSite=true&amp;actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/membership/orders) in your site's dashboard. Click the relevant plan. Click Manage Subscription. Click Mark as Paid.Tip:After payment, the status changes to \""paid\"".\n\nExtending the duration of a planYou might want to extend the duration of a plan. This can happen, for example, when a client was sick and wasn't able to make use of the plan. Extending a plan does not charge clients any additional fees.Note: If a client cancels a plan or allows it to expire, it is not possible to extend it. They can purchase a new plan instead.To extend the duration of a plan: \n Go to Subscriptions (https://www.wix.com/my-account/site-selector/?buttonText=View%20Purchased%20Plans&amp;title=Select%20a%20Site&amp;autoSelectOnSingleSite=true&amp;actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/membership/orders) in your site's dashboard. Click the relevant plan. Click Manage Subscription. Click Extend subscription. Enter the new end date for the plan. Click Save. Editing the number of sessions in a packageYou may sometimes want to reward or compensate clients by adding extra sessions to an existing package. You may also want to deduct a session from a package if your client fails to show up for a session without sufficient notice. Make sure to include this in the plan policy (https://support.wix.com/en/article/pricing-plans-creating-a-one-time-payment-plan#step-5-adjust-your-plans-advanced-settings).When you add sessions to a package, you don't collect any additional money from the client. Note:It is not possible to edit an expired package. To edit the number of sessions in a package:\n Go to Subscriptions (https://www.wix.com/my-account/site-selector/?buttonText=View%20Purchased%20Plans&amp;title=Select%20a%20Site&amp;autoSelectOnSingleSite=true&amp;actionUrl=https://www.wix.com/dashboard/{{metaSiteId}}/membership/orders) in your site's dashboard. Click the relevant package. Click the Edit icon next to Sessions Remaining. Enter the new number of sessions remaining in the package. Click Save.",Irrelevant
What does my package include,"Updating Your Velo Package\nYou may want to update your package after you've built it. Important\n You can only update the last version you built. Your update does not overwrite the local version of the config.json file installed on a site. When you install your package and enable auto-updates, new minor versions of the package are applied to the live site without republishing.Step 1 | Update the Package\n Open a Wix or Editor X site. Use one of these approaches to open your package for editing.a. Make sure that Dev Mode is enabled. Click the More Actions menu for the package you want to update, and click Edit Package.b. Click the More Actions menu next to the Packages section and then click Manage Installed to open the Package Manager. Then, in the Package Manager, click the More Actions menu of the package you want to update and click Edit Package.3. Make your changes. We recommend you complete the Release notes section to explain to package users what changes were made in the release. The release notes appear in the Package Manager under each version you build.4. Save and Build (https://support.wix.com/en/article/building-your-velo-package) your package. When you build your package, choose the appropriate type of version - minor or major. Step 2 | Install the Updated Package on a SiteWhen you build a new version of your package, each site where the package is installed, when refreshed, displays a notification indicating that a new version is available. You can also see all of your updated packages in the Packages Manager.\n Open the Wix or Editor X site on which you installed the package (if the site is open, refresh the editor). Make sure that Dev Mode is enabled. Note the update notification.\n Click See Update from the more menu. This opens the Package Manager.\n Click the Update to &lt;version&gt; button.events.js filesIf you add or update an events.js file in the backend files (https://support.wix.com/en/article/creating-a-velo-package-3964385#add-backend-files) of your package, republish the site after you install the updated version of the package.Setting Automatic Updates to Minor VersionsYou have the option of automatically updating your package to the latest minor version on all of the sites where the package is installed. Then, when you build a minor version, there is no indication in the editor that there is an update - it's installed silently. Note that when automatic updates are on for a package, its version is represented by the following convention: myPackage(v^2.x).\n\nSites will continue to show an indication and require manual updating for major version updates.To enable automatic updates for minor versions:\n Open the Package Manager Click the Installed Packages tab. Click the package on which you want to enable automatic updates. Turn on the automatic Get automatic updates for future minor versions.events.jsIf you add or update an events.js file in the backend files (https://support.wix.com/en/article/creating-a-velo-package-3964385#add-backend-files) of your package, those changes will not be automatically updated. Manually install the updated version from the My Packages tab in the Velo Package Manager, and then republish your site. Managing Package VersionsYou can choose to install a specific version to overwrite the installed version. \n Click Packages &gt; More Actions &gt; Manage Installed in the Code Files PACKAGES section.Or, Click More Actions &gt; See all versions for your package.2. Click Install for the version you want to install.",Irrelevant
"Hi, how to add a domain on free plan?","Purchasing a Domain vs. Purchasing a Premium Plan\nPremium plans and domains are 2 of the premium subscriptions available from Wix. A Premium plan allows you access to Wix's premium features. A domain provides your site with a personalized address to help people find you online. Domains and Premium plans are two different subscription services\n Domains: A domain is a unique, virtual address for your site (e.g., www.mystunningwebsite.com). In order to connect your own domain, you first need to purchase one, either from Wix or from another domain host. Learn more about buying a domain (https://www.wix.com/domain/names). Premium plan: A Premium plan is an upgrade for a Wix site. Purchasing a Premium plan allows you to connect your own domain (either purchased from Wix or from another domain host), remove the Wix ads, and much more (https://support.wix.com/en/article/choosing-a-premium-plan).Important:In order to connect your own domain, you need to purchase the following:\n A domain: can be purchased from Wix or from another domain host A Wix Premium plan: can be purchased here (https://www.wix.com/upgrade/website?referralAdditionalInfo=HelpCenter)Tip:If you purchase a yearly Premium plan you are eligible to receive a voucher for a free domain for one year (https://support.wix.com/en/article/free-domain-voucher).",Irrelevant
"Hi, how to add a domain on free plan?","Domain Structure after Purchasing a Premium Plan\nOnce you've upgraded to a Premium plan, you are eligible to connect your own domain and remove \""Wix\"" from the URL.If you haven't yet purchased your own domain, you can purchase one directly from Wix (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977). If you sign up for a yearly Light, Core, Business or Business Elite plan, you receive a voucher to get a free domain (https://support.wix.com/en/article/free-domain-voucher) for a year.Important:Your domain is not automatically changed once you upgrade to a Premium plan. You must connect your own domain for the domain name to change.",Irrelevant
"Hi, how to add a domain on free plan?","Accessing Your Domains Page\nImportant:To connect your own custom domain name, you must upgrade your site (https://support.wix.com/en/article/upgrading-your-site-to-premium-3066683) by purchasing a Premium plan.In order for your site to be published online, it needs to have an online address - called a 'domain'. This is the unique, virtual address of your website, e.g.www.mystunningwebsite.com. (http://www.mystunningwebsite.com.) You can use your domain to create business emails (e.g. mail@mystunningwebsite.com) and to create subdomains on your site (e.g. blog.mystunningwebsite.com).You can see all your domains on your Domains page.\n \n Click to go to your Domains page\n \n \n <a href=\""https://premium.wix.com/wix/api/mpContainerStaticController#/domains\"">\n My Domains\n </a>\n \n \n \n \n \n \n \nFrom there you can:\n Add an Existing Domain: Click to transfer or connect a domain you already own to Wix. Learn more (https://support.wix.com/en/article/connecting-a-domain-purchased-elsewhere) Buy a Domain: Click to purchase a domain through Wix. Learn more (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977) Get a Business Email: You can purchase a mailbox for a domain which is in your Wix account. Learn more (https://support.wix.com/en/article/purchasing-a-personalized-google-workspace-formerly-g-suite-mailbox)You can also edit your contact information, assign/unassign a domain to a site, transfer a domain away from Wix, and edit your MX or DNS records. Depending on your previous domain purchases, your Domains page may also contain some or all of the following sections:Assigned DomainsThese are all the domains which are assigned to your site and are active in your domains page. You can also see the expiry/payment renewal date for your domain.Unassigned DomainsThis section shows you the domains you own, but which are not assigned to a site at the moment.Inactive DomainsIf you have expired or inactive domains in your account, they will be shown in the Inactive Domains section. This section shows the domains which you have owned in the past, but which have since been made available again for any customer to purchase. If you have an expired domain, you can check the availability by clicking Check Domain Availability.\nYou can attempt to repurchase these domains, but it is not guaranteed that you will be able to do so. Learn more about about domain life cycles (https://support.wix.com/en/article/domain-life-cycle).To access your Domains page:\n Click here (http://www.wix.com/) to sign in to your Wix account. Click your account name at the top right. Click Domains.",Irrelevant
"Hi, how to add a domain on free plan?","Connecting a Domain to the Wix Name Servers\nConnect a domain you already own to Wix by changing its name servers. With this connection method, Wix hosts your DNS, while your domain remains registered with its current host.\n\nIn most cases we recommend connecting via name servers. However, the pointing method may be a better option if you have several DNS records you'd prefer not to reconfigure.\nLearn more about the differences between connecting your domain via name servers vs. pointing (https://support.wix.com/en/article/pointing-vs-name-servers-domain-connection).Important:\n You must have a Premium plan (http://www.wix.com/upgrade/website) in order to connect a domain. Wix does not support the use of DNSSEC (https://support.wix.com/en/article/request-adding-dnssec-to-wix-sites) or DNS Proxies like Cloudflare (https://support.wix.com/en/article/request-cloudflare-support). To ensure DNS propagation, please makes sure these options are not enabled before connecting your domain to a Wix site.Step 1 | Add the Domain to Your Wix AccountBefore updating the DNS settings in your domain host account, go to the Domains (https://premium.wix.com/wix/api/mpContainerStaticController#/domains) page in your Wix account and add the domain. To add the domain:\n Go to the Domains (https://premium.wix.com/wix/api/mpContainerStaticController#/domains) page in your Wix account. Click Add an Existing Domain. Click Connect a domain you already own.\n Select the site you want to connect your domain to and click Next. Enter your domain name and click Let's Go. Click I own this domain. Review the information on screen and click Start. Tip:If the domain is already connected to a Wix account, there's no need for you to continue to Step 2. A message will appear on screen to inform you if this is the case. Step 2 | Update the Name Servers in Your Domain Host AccountTo connect your domain, you must update your domain's name server settings in your domain host account (usually the company you bought your domain from). You will see a step-by-step outline in your Wix dashboard, which will help you to go through the steps to change the name servers in your domain's current host account. Keep this page open and work through the steps on the domain host's account. The steps will tell you everything you need to know, including the names servers (NS) records you should use.To update the Name Servers:\n Log into your domain host.\n \n Open a new tab in your browser. Go to your domain host's site and log in. Return to the Wix domains page. Click I logged in. Find your domain settings page.\n \n Go to the domains page on your domain host's site. Find your domain and go to the settings panel. Return to the Wix domains page. Click I found my domain settings. Find your name servers\n \n In your domain settings, find the area where you manage or edit name server records. Return to the Wix domains page. Click I found the nameservers. Replace your name servers.\n \n On your domain host's site, replace your current name servers with the Wix name servers provided on the Wix domains page. Tip: Please use the NS records that you see in the widget below: b. Click I've replaced my nameservers.If you're having trouble updating your name servers, contact your domain host for assistance. For your convenience, we've created this email template to help you explain what you need to do. Send these details to your domain hostTo whom it may concern {name of domain host (e.g., GoDaddy)}, My name is {your name}, and I purchased the following domain from you: {your domain URL (e.g., www.mystunningwebsite.com)}. I've built a site on Wix.com and want to connect my domain to the Wix name servers. Please update the name server records in my account to these two Wix name servers {add the name servers provided above (e.g., ns1.wixdns.net and ns2.wixdns.net)}.Thanks,Step 3 | Wait for Your Domain to PropagateYour work is done. It may take up to 48 hours for your domain's new DNS records to propagate and your site to appear worldwide. Learn more about domain propagation (https://support.wix.com/en/article/about-domain-propagation).Tip:Make it easier for people to contact you. Get a personalized business email for your custom domain through our partnership with Google Workspace. Learn More (https://support.wix.com/en/article/purchasing-a-personalized-google-workspace-formerly-g-suite-mailbox)",Irrelevant
"Hi, how to add a domain on free plan?","Purchasing a Domain from Wix\nA domain name is your site's personalized, unique web address on the web. It's the text that people type into a browser in order to reach your site, for example wix.com. This makes it easier for visitors to find your site and helps to make your web presence more professional, by providing a distinct online space for your company and brand.You can browse and purchase a domain directly from Wix for your site.Before you begin:\n To connect your domain, you must upgrade your site to one of our Premium plans (https://www.wix.com/upgrade/website?referralAdditionalInfo=HelpCenter). You receive a free domain voucher (https://support.wix.com/en/article/free-domain-voucher) when you purchase a yearly Combo, Unlimited, Pro, VIP, Business Basic, Business Unlimited or Business VIP Premium plan.In this article, learn more about:\n Purchasing a domain from Wix (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977#purchasing-a-domain) Wix domain pricing (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977#wix-domain-pricing) Frequently asked question (FAQs) (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977#frequently-asked-questions)Purchasing a domainChoose a domain name that suits your business needs (for example, you may want to mention your business name or type of business). Search for the desired name and extension (https://support.wix.com/en/article/list-of-available-domain-extensions) (e.g. .com or .net) to see if they're available, and choose the best time period for your needs \u2013 1 to 3 years.To purchase a domain:\n Go to your Domains page (https://premium.wix.com/wix/api/mpContainerStaticController#/domains?referralAdditionalInfo=account&amp;domainSearch=true&amp;alwaysfs) in your site. Click Buy a Domain. Enter a domain name and extension in the search field, then click Search. If the domain is available, click Get It to register it directly on Wix.\nTip: If the domain you enter is not available, go back to step 2 and try another domain name and/or extension. Select the registration period and click Continue. Enter (or edit) your contact information and click Continue.\nNote: Under the GDPR, the personal details of users located in the EU (European Union) do not appear in the public WHOIS records (https://support.wix.com/en/article/about-domain-privacy#users-from-the-eu). Personal information, such as the EU user's name, address, and email, may be disclosed to third parties with legitimate interest (which is determined by the domain registrar). Select a Privacy Protection level: \n \n Full Privacy Protection: Your contact details won't appear in the WHOIS domain information records. You can turn the privacy protection option on and off whenever you want. Users who opt for full privacy protection will also have their entire personal details hidden in the public WHOIS. Basic Protection: Your phone number and email are replaced with generic information. Those who wish to contact you will be redirected to a contact form that protects you from receiving spam. Your other information remains public - your country, state/province, and organization. You can only change it from basic to full privacy protection by manually extending the domain subscription. (https://support.wix.com/en/article/activating-private-registration-for-a-wix-domain). \n Click Continue. Select your payment method and click Submit Purchase.Wix domain pricingOnce you select an address for your site (by clicking Get It in step 4 above), you can see the registration periods available to you, which range from 1 to 3 years. The cost of a Wix domain differs depending on a number of factors, including:\n The type of domain extension Your local currency The number of years selected Adding privacy protection The use of a domain voucher Your local tax or VAT lawsFAQsClick a question below to learn more. What should I do if i'm experiencing issues with my bank's authentication process? After submitting your purchase, your bank may require you to verify your identity. If you're experiencing any issues with the authentication process, you need to contact your bank directly. Learn more about strong customer authentication (SCA) requirements (https://support.wix.com/en/article/paying-for-wix-services-with-strong-customer-authentication-psd2) for online purchases.How much does it cost to renew my Wix domain?Learn more about the renewal cost of a Wix domain (https://support.wix.com/en/article/price-of-wix-domain-renewals-6790543), including those purchased using a free domain voucher.What is the character limit for Wix domains?The character limit of a domain purchased from Wix is 60 characters, except for .com.br, which has a limit of 26 characters.I'd like to know more about the domain registration process? We have prepared an article for you to learn more about domain registration (https://www.wix.com/domain/names) including a general overview and a list of FAQs. Where can I find a list of available domain extensions?You can see a list of available domain extensions (https://support.wix.com/en/article/list-of-available-domain-extensions) at this link. How can I add a Business Email to my domain? Get a personalized business email for your custom domain through our partnership with Google Workspace. Learn how to get a Business Email (https://support.wix.com/en/article/google-workspace-purchasing-a-personalized-business-email).Can I purchase a premium domain name from Wix?Premium domains are domain names that have been deemed high-value by other registrars. They are often bought (and resold) by investors for a profit. Such names are decided by each registrar, at their own discretion.You cannot purchase a premium domain from Wix. You can choose to purchase a premium domain from another registrar and connect the domain (https://support.wix.com/en/article/connecting-a-domain-to-the-wix-name-servers) instead.Is it possible to remove 'www' from my domain name?No. It is not possible to remove 'www' from your domain name, as it is part of a web address' structure.Your site visitors may leave out the 'www' prefix when entering your site's web address. They will still reach your site, but the URL in their browser automatically updates to show the 'www' part.",Irrelevant
"Hi, how to add a domain on free plan?","Assigning a Domain to a Site in Your Wix Account\nOnce you've added a domain to your Wix account, you can assign it to any premium site in your account.Important:\n Before you can assign a domain in your account to a site, you must first upgrade the site to a Premium plan (http://www.wix.com/upgrade/website). If you try to assign a domain to a site which isn't Premium, you will be asked if you want to either upgrade to Premium, or reassign an existing Premium plan from one of your other sites, in order to connect a domain.To assign a domain to a site in your account:Go to the Domains (https://premium.wix.com/wix/api/mpContainerStaticController#/domains) page.Note: If you have more than one domain in your account, scroll to the domain you want to connect. Assign your domain to your site:I want to assign a domain that is not currently assigned to a site\n Click Assign next to Not Assigned to a Site in the Unassigned Domains section.\n Select a site and click Next. \nNote: If the site is currently connected to a different domain, choose an option:\n \n Redirect it to the primary domain: Redirect your domain to the site's primary domain that is already connected. Replace the current primary domain: Connect your domain and disconnect the site's current domain. Click Assign.\nLearn more about redirecting domains to a primary domain (https://support.wix.com/en/article/connecting-multiple-domains-to-one-wix-site). I want to assign a domain that is currently assigned to a different site\n Click the Show More icon and select Assign to a Different Site.\n Select a site and click Next.\nNote: If the site is currently connected to a different domain, choose an option:\n \n Redirect it to the primary domain: Redirect your domain to the site's primary domain that is already connected. Replace the current primary domain: Connect your domain and disconnect the site's current domain. Click Assign.\nLearn more about redirecting domains to a primary domain (https://support.wix.com/en/article/connecting-multiple-domains-to-one-wix-site).If you haven't added a domain to your Wix account:First add a domain using one of the following methods:\n Purchase a domain from Wix (https://support.wix.com/en/article/purchasing-a-domain-from-wix-3133977) Connect a domain purchased elsewhere to Wix (https://support.wix.com/en/article/connecting-a-domain-purchased-elsewhere) Transfer a domain to Wix (https://support.wix.com/en/article/transferring-a-domain-purchased-elsewhere-to-wix) Transfer a domain from another Wix account (https://support.wix.com/en/article/moving-a-connected-domain-purchased-elsewhere-from-one-wix-account-to-another)",Relevant
"Hi, how to add a domain on free plan?","Checking if a Domain Name is Available\nA domain name is the unique, virtual address of a website, e.g. www.mystunningwebsite.com. A unique address helps people find your site more easily and makes your site more memorable.Check if the domain name you want is available, including the extension you wish to use (e.g. .com, .net, .org) then purchase your domain directly from Wix.Important:To connect a domain to your Wix site you must first upgrade your site with a Premium plan (http://www.wix.com/upgrade/website).To check if the domain you want is available:\n Go to the domain search page. (https://www.wix.com/domain/domain-name-search) Enter a domain name and extension in the search field. Click Search. (If the domain is available) Click Get It to register the domain. \n If the domain is not available, return to step 2 and try another domain and/or extension.",Irrelevant
my phone numbers dont work,"Business Phone Number: Troubleshooting Call and SMS Issues in the Wix Owner App\nWe've compiled a list of some general issues related to using Business Phone Number in the Wix Owner app. Click the issue you're experiencing to learn how to troubleshoot it.Learn how to troubleshoot:\n Issues with Business Phone Number calls (https://support.wix.com/en/article/business-phone-number-troubleshooting-outgoing-calls-with-the-wix-owner-app#issues-with-business-phone-number-calls) Issues with Business Phone Number SMS messages (https://support.wix.com/en/article/business-phone-number-troubleshooting-outgoing-calls-with-the-wix-owner-app#issues-with-business-phone-number-sms-messages)Issues with Business Phone number callsClick on the issue you're having to learn how to resolve it.I can't make calls because I'm not an agent\n In order for someone to make outgoing calls from the Wix Owner app, they will need to be invited as a Business number Agent. When you invite someone to become an agent, they automatically become a \""Limited Agent\"", which can only accept incoming calls. In order to be able to make outgoing calls, the agent has to accept the invitation sent to their email. This will make them a \""Back-office Manager\"" of the website, which can call others through the business number. Learn more (https://support.wix.com/en/article/business-phone-number-managing-multiple-call-agents)I can't make calls when a phone number is not connected\n When inviting an agent, their personal number and email must be linked to make outgoing calls. Agents have to be logged in to the Wix Owner app through the same email address which was linked during the earlier invitation.Calls don't go through when my Caller ID is disabledWhen you make a call with the Wix Owner app, your call is directed to the Business Phone Number switchboard before you are connected to another person. This ensures that your business number appears on the other person's incoming caller ID.In order for Wix to verify the call is coming from your phone, enable the Caller ID feature on your personal device. If you cannot enable the Caller ID from your device, contact your wireless provider for assistance.Note: International communication is not supported.I can't receive incoming callsTry changing the Caller ID (business\\caller) option by going to Business Phone Number (https://www.wix.com/my-account/site-selector/?siteType=HtmlWeb&amp;actionUrl=https:%2F%2Fwww.wix.com%2Fdashboard%2F%7B%7BmetaSiteId%7D%7D%2Fvirtual-numbers%3FreferralInfo%3DKB_Article&amp;title=Select%20a%20Site&amp;buttonText=Manage%20Business%20Phone%20Number) in your site's dashboard to manage your settings.Issues with Business Phone Number SMS messagesYou can use SMS messages to communicate with your contacts through the Wix Owner app. Click on the issue you're having to learn how to resolve it.I can't send SMS messagesYour SMS messages could be filtered if they are in violation of our terms of use. Learn more (https://www.wix.com/about/terms-of-use)\nNote: International communication is not supported. I can't receive verification SMS messagesIf you attempt to use your Business Phone Number to receive verification codes from services such as Google or Facebook, the SMS won't go through if the company uses a 5 or 6 digit number to send the message. Learn more (https://support.wix.com/en/article/business-phone-number-issues-receiving-verification-sms)Note:Learn more about Sending SMS &amp; picture messages (https://support.wix.com/en/article/business-phone-number-getting-started-9797633#sending-sms-picture-messages). Still not working?If you still can't solve the issue, try updating the Wix Owner app or contact us (https://www.wix.com/contact) for further assistance.To update the Wix Owner app:\n Go to the Apple App Store (on iPhone) or Google Play (on Android). Search for 'Wix Owner'. Click Update (if available). \nNote: If no update is available, it means you already have the most up-to-date version.",Relevant
my phone numbers dont work,"Business Phone Number: Issues Receiving Verification SMS\nIf you attempt to use your business phone number to receive verification codes from services such as Google or Facebook, the SMS won't go through if the company uses a 5 or 6 digit number to send the message.Issues Receiving Verification SMSWhen signing up for services such as Skype, Facebook and Google, the company might send a verification SMS to the phone number you've provided in order to confirm your registration. Instead of using a regular 10 digit phone number, they send the SMS via a 'short code' or 5-6 digit number able to send and receive texts.Unfortunately, Business Phone Number cannot receive messages from these numbers. When signing up for a service like the examples above, we recommend using a phone number other than your business phone number as we cannot guarantee the verification message will go through.",Relevant
my phone numbers dont work,"Wix Editor: Creating a Clickable Phone Number, Email, or URL\nAdd clickable phone numbers and email addresses to your mobile site so visitors can contact you directly from their devices. You can also create clickable URLs, which direct visitors to other pages or external sites.In this article, learn more about:\n Generating a clickable phone number on your site (https://support.wix.com/en/article/wix-editor-creating-a-clickable-phone-number-email-or-url#creating-a-clickable-phone-number) Creating a clickable email address (https://support.wix.com/en/article/wix-editor-creating-a-clickable-phone-number-email-or-url#creating-a-clickable-email-address-1) Adding a clickable URL (https://support.wix.com/en/article/wix-editor-creating-a-clickable-phone-number-email-or-url#creating-a-clickable-url) Frequently asked questions (FAQs) (https://support.wix.com/en/article/wix-editor-creating-a-clickable-phone-number-email-or-url#faqs)Creating a clickable phone numberGenerate a clickable phone number so visitors can call you directly from their mobile devices. When you enter your number into a text box, it automatically becomes clickable, so you don't need to add any links.To create a clickable phone number with a text box:\n Click Add on the left side of the mobile or desktop Editor. Click Text. Select your chosen text box to add it to your site, or click and drag it to the relevant location. Click the text box. Click Edit Text. Enter your phone number.Want to try it another way?You can also create a clickable phone number by:\n Connecting your phone number to a Quick Action Bar (https://support.wix.com/en/article/wix-editor-adding-and-setting-up-the-quick-action-bar-on-your-mobile-site) on your mobile site. Linking your number to other elements (https://support.wix.com/en/article/wix-editor-adding-a-link-to-an-element) on your site (such as a button). Note:On iPhones and iPads, when a clickable phone number is tapped more than three times consecutively, the device blocks the ability to make the call. Creating a clickable email addressCreating a clickable email address with a text box allows mobile visitors to quickly contact you or your business. When you enter an email address to a text box, it automatically becomes clickable on your live site, so visitors can use it to send you a message instantly. To create a clickable email address with a text box:\n Click Add on the left side of the mobile or desktop Editor. Click Text. Select your chosen text box to add it to your site, or click and drag it to the relevant location. Click Edit Text. Enter your email address. Press the Enter key on your keyboard.Tip:You can also create a clickable email address by:\n Connecting your email address to a Quick Action Bar on your mobile site. Learn how to add and set up a Quick Action Bar (https://support.wix.com/en/article/wix-editor-adding-and-setting-up-the-quick-action-bar-on-your-mobile-site) Linking the address to text or other elements on your site. Learn how to add links to text and elements (https://support.wix.com/en/article/wix-editor-adding-a-link-to-an-element)Creating a clickable URLIf you want to redirect your visitors to external links, create a clickable link with a text box in the Editor. When you add a URL to a text box, the Editor recognizes it as a link and allows visitors to click it on your live site. To create a clickable URL with a text box:\n Click Add on the left side of the mobile or desktop Editor. Click Text. Select your chosen text box to add it to your site, or click and drag it to the relevant location. Click Edit Text. Enter the URL. Press the Enter key on your keyboard.Tip:You can also direct visitors to external links on your site by:\n Hyperlinking text, for example \""Click here to view our Partner site\"". Learn how to hyperlink text (https://support.wix.com/en/article/wix-editor-adding-a-link-to-text#hyperlinking-text) Adding a URL as a link to a button on your site. Learn how to add links to buttons (https://support.wix.com/en/article/wix-editor-adding-a-link-to-a-button)FAQsDo I need to add HTML code when adding a clickable number, email, or URL to my site?You don't need to add any HTML to create a clickable phone number, email address, or URL - just enter the text into the text box.Can I add multiple numbers / emails / URLs to my site?Absolutely. However, if you want to add more than one number, email address, or URL, make sure to separate them into different text boxes. You should also ensure that there's adequate space between to text boxes so visitors can easily select the relevant text.What do I need to add when I enter a phone number?\n Make sure that you enter your phone number country and area code. Phone numbers without a country code will work locally but people abroad will not be able to connect. Tip: If you only want people from a specific country to contact you, you can add text in a separate text box. For example, \""Call Me (only for US citizens)\"".\n Make sure the phone number contains at least 7 digits. Use the same color and font for the whole text. What characters can I put into a text box with my phone number?The following characters can be used in your phone number:\n Pluses and minuses (+, -). The plus can only be at the beginning of the number (e.g. +1415-639-9034). Spaces, periods and parentheses.The folllowing characters cannot be entered with your phone number:\n Commas, colons, or apostrophes. Any other text in the same text box, such as \""Tel\"" (e.g. Tel: +0123456789). What do I need when I add an email address?\n Use the same color and font for the whole text. Ensure that you enter the address correctly into the text box.What other characters can I put into the email address text box?You can add additional text to the box that contains the email address. However, you need to add a space between the email address and the other text to ensure that the address remains clickable.It is not possible to put the following into a text box with your email address:\n Special characters or spaces. Periods at the end of email addresses (such as youremail@wix.com.). It should be written as \""youremail@wix.com\"".What other characters can I enter into a text box with a URL?URLs automatically become clickable when you enter them as a standalone text element, so it is not possible to add:\n Additional characters or spaces. Any other text in the same text box, such as \""Check it out\"" (e.g. Check it out: www.wix.com).Can I create clickable URLs in different languages?It is currently only possible to create clickable URLs with English URLs.",Irrelevant
